infections,deaths,infecteds
3,0,3
4,0,4
5,0,5
6,0,6
7,0,8
8,0,9
8,0,9
8,0,9
5,0,9
6,0,9
5,0,9
4,0,10
4,0,10
4,0,11
5,0,11
6,0,12
7,0,13
6,0,14
9,0,16
10,0,18
14,0,21
14,0,22
17,0,24
17,0,25
21,0,28
18,0,28
21,0,31
21,0,34
22,0,38
21,0,39
25,0,42
25,0,45
29,0,49
29,0,51
33,0,56
29,0,56
33,0,60
37,0,65
40,0,68
39,0,71
49,0,82
55,0,86
60,0,91
73,0,102
77,0,107
80,0,116
87,1,123
86,1,129
86,1,137
101,1,150
96,1,158
90,1,162
101,1,173
106,1,182
114,2,196
115,2,205
121,2,212
111,2,216
113,2,221
110,2,224
109,4,231
108,4,241
101,4,245
91,6,251
98,6,259
94,7,269
96,7,275
101,7,283
97,9,287
96,10,290
102,10,294
96,10,296
90,10,299
88,10,304
83,10,306
72,10,310
70,10,315
67,10,317
65,10,323
60,10,327
64,10,333
61,10,336
61,10,339
56,11,342
57,11,348
59,12,357
56,13,359
53,13,363
53,13,368
55,13,372
55,14,375
52,14,378
48,14,383
52,16,391
54,16,396
59,16,407
56,16,409
58,16,413
62,16,421
68,16,426
72,16,431
72,16,436
76,16,443
72,16,446
75,16,452
75,16,458
74,16,463
68,16,466
72,17,471
68,18,475
60,19,477
57,19,484
58,19,491
59,19,495
55,19,499
55,19,503
44,19,505
45,19,509
45,19,512
42,19,515
34,19,520
34,19,521
31,19,525
34,19,532
36,19,536
35,20,539
41,20,545
40,20,549
48,20,558
53,20,562
55,20,569
55,20,570
57,20,574
58,20,576
59,20,580
62,20,588
56,20,592
54,20,593
48,20,596
47,20,600
49,20,607
44,21,607
43,21,612
41,21,615
40,21,618
43,21,621
51,21,624
50,21,627
45,21,628
53,21,634
45,21,636
49,21,639
54,21,645
54,21,651
52,21,657
56,21,660
64,21,666
62,21,669
63,22,672
57,23,673
48,23,675
46,23,679
42,23,680
40,23,683
34,24,685
35,24,689
32,24,690
35,24,694
37,25,699
37,25,702
37,25,705
38,25,707
38,25,708
38,25,710
38,25,713
39,26,718
39,27,720
42,27,726
38,27,727
36,27,730
38,27,733
40,27,736
42,27,739
36,28,742
35,28,743
36,28,746
39,28,748
36,28,748
31,28,750
26,28,752
25,28,753
25,28,755
27,28,757
23,28,758
21,28,758
24,28,760
23,28,761
25,28,762
24,28,762
25,28,762
24,28,764
26,28,766
21,28,766
20,28,766
20,29,768
15,29,768
14,29,768
12,29,769
12,29,770
10,29,771
11,29,772
12,29,774
10,30,774
10,30,774
14,30,775
14,30,776
15,30,777
17,30,779
14,30,779
15,30,781
15,30,781
17,30,784
16,30,785
15,30,786
15,30,787
16,30,789
14,30,789
15,30,790
14,30,791
15,30,792
13,30,793
17,30,794
19,30,798
19,30,801
20,30,804
26,30,810
27,30,812
28,30,816
29,30,819
23,30,819
24,30,822
23,30,825
23,30,826
26,30,832
23,30,833
24,30,837
29,30,841
31,30,843
33,30,846
32,30,849
31,30,850
27,30,851
26,30,853
26,30,855
25,30,859
26,30,861
31,30,865
31,30,868
36,30,875
38,30,880
40,30,883
41,30,888
45,30,890
43,31,895
41,31,897
42,31,899
37,31,899
31,31,899
33,31,900
25,33,901
23,33,901
21,33,901
15,33,901
15,33,902
16,33,902
14,33,903
16,33,906
13,33,906
14,33,908
14,33,908
16,33,910
17,33,912
18,34,914
20,34,916
19,34,916
20,34,916
19,34,917
19,34,918
19,34,921
20,34,922
17,34,923
17,34,926
15,34,926
16,34,927
14,34,927
14,34,928
12,34,929
12,34,929
12,34,932
14,34,934
