infections,deaths,infecteds
2,0,2
2,0,2
2,0,2
3,0,3
4,0,5
5,0,6
7,0,8
11,0,12
16,0,18
17,0,19
19,0,22
20,0,24
22,0,26
24,0,30
28,0,35
25,0,37
30,0,42
31,0,46
39,0,50
40,0,53
44,0,59
46,1,64
51,1,68
55,1,74
57,1,80
53,1,82
67,1,97
69,1,101
77,1,108
78,1,116
80,1,119
83,1,125
94,1,134
87,1,135
92,1,140
95,1,144
87,1,150
99,1,159
106,1,164
111,1,173
114,1,181
122,2,190
122,3,201
135,5,212
139,5,224
146,6,234
157,6,246
164,6,259
171,6,270
180,6,280
180,6,286
146,7,300
140,9,307
144,10,316
142,10,326
133,11,333
131,11,340
145,11,356
156,14,363
158,15,372
154,15,381
157,15,390
171,16,403
190,16,414
180,16,419
181,16,427
182,16,435
192,17,446
206,18,453
206,18,457
204,18,462
205,19,470
207,19,476
215,19,484
210,20,494
212,20,500
212,21,505
216,23,516
218,23,522
242,23,536
245,24,543
242,24,552
259,25,559
269,26,566
277,27,574
269,30,578
263,30,589
247,31,591
252,31,599
258,32,608
258,33,616
246,35,622
252,38,631
260,39,635
278,41,639
284,41,648
282,41,658
284,41,671
301,41,679
305,41,684
303,42,693
303,42,703
301,44,713
309,44,722
303,44,729
302,45,742
302,45,749
314,45,756
317,45,764
328,46,776
329,46,784
329,47,786
338,48,795
348,51,801
348,52,806
358,52,821
370,53,831
373,55,839
375,56,842
368,59,848
382,59,858
396,60,872
383,62,882
373,63,889
373,65,901
370,65,910
385,65,922
402,66,940
382,70,946
387,70,951
395,72,964
398,72,980
393,73,991
389,73,1001
383,74,1010
369,78,1018
383,78,1024
391,78,1032
384,81,1043
390,82,1056
418,83,1064
408,85,1072
417,85,1087
428,86,1095
430,86,1102
459,87,1118
482,87,1135
466,88,1143
482,90,1159
492,90,1174
501,91,1185
508,92,1193
505,94,1209
500,96,1228
500,97,1234
510,97,1244
518,99,1255
502,99,1262
497,100,1275
504,101,1287
509,101,1298
511,102,1310
514,106,1324
532,106,1342
546,109,1357
553,112,1369
585,114,1389
582,114,1404
595,115,1419
615,117,1439
614,120,1454
598,121,1470
600,124,1487
609,126,1503
609,128,1517
635,130,1531
660,133,1551
676,136,1577
697,137,1593
681,138,1609
667,140,1624
673,140,1649
678,142,1679
670,144,1701
671,144,1722
666,145,1741
661,146,1763
663,149,1780
689,153,1796
683,154,1809
687,154,1828
681,155,1841
677,158,1856
708,160,1874
722,161,1890
713,161,1908
704,161,1919
732,161,1937
745,164,1950
737,166,1968
751,168,1979
748,168,1999
769,170,2017
799,173,2036
783,173,2047
775,173,2057
779,179,2070
782,181,2080
768,183,2087
777,185,2102
785,186,2107
756,191,2114
763,193,2120
765,195,2126
787,195,2135
802,197,2143
784,197,2150
779,198,2155
796,200,2166
806,203,2176
806,207,2184
803,211,2196
785,212,2202
797,215,2210
790,217,2219
809,219,2227
799,220,2233
818,224,2241
813,225,2244
789,226,2247
802,226,2255
789,232,2263
821,234,2265
817,235,2270
815,235,2278
815,237,2285
810,241,2286
827,242,2291
822,245,2297
807,249,2300
805,251,2307
792,256,2310
785,256,2315
783,258,2320
778,262,2324
798,263,2329
809,268,2333
800,269,2340
790,269,2345
802,271,2349
817,272,2356
815,273,2358
803,275,2363
793,277,2370
790,278,2373
819,280,2378
819,282,2383
807,286,2386
806,287,2389
791,288,2391
773,289,2392
777,292,2393
774,294,2400
763,299,2402
736,305,2402
712,310,2407
707,313,2409
695,316,2412
709,318,2413
696,319,2416
685,322,2419
688,325,2421
713,326,2425
711,327,2428
718,327,2430
711,331,2431
730,334,2436
700,336,2437
702,337,2439
706,340,2441
708,343,2441
697,344,2442
710,344,2442
701,345,2445
719,346,2446
723,349,2446
729,350,2447
732,353,2447
733,355,2449
736,357,2453
738,357,2454
712,358,2455
709,359,2457
734,360,2459
727,364,2459
695,366,2460
708,368,2461
707,370,2462
712,374,2462
722,376,2463
