infections,deaths,infecteds
2,0,2
2,0,2
4,0,4
7,0,7
7,0,8
8,0,9
9,0,10
14,0,15
14,0,16
17,0,19
18,0,20
22,0,26
27,0,30
33,0,35
31,0,36
36,0,44
38,0,47
37,0,47
43,0,52
40,0,54
42,0,56
44,0,62
47,0,67
51,0,75
56,0,79
61,0,82
60,0,85
66,0,91
64,0,98
69,0,102
71,0,108
66,1,110
74,1,115
77,1,123
80,1,130
82,1,132
89,1,138
91,1,142
95,2,147
93,4,154
97,4,160
102,5,169
105,6,175
111,6,186
121,6,196
121,7,201
135,7,219
144,7,230
143,8,240
158,8,252
159,8,264
173,8,275
177,9,293
181,10,304
184,10,313
188,10,329
192,10,341
214,11,362
208,11,372
233,13,394
241,14,412
237,15,420
254,15,443
261,15,460
271,16,477
276,18,493
287,19,504
274,25,514
285,25,535
299,25,550
307,25,569
304,26,576
299,27,587
312,28,603
335,28,617
343,29,630
345,30,649
367,30,673
366,31,693
388,32,709
394,33,724
392,34,740
407,34,759
415,35,779
412,36,799
423,38,813
438,38,830
463,39,852
489,41,874
490,41,890
512,44,912
516,45,936
533,45,954
527,46,972
533,47,992
521,52,1007
538,54,1030
535,54,1046
552,55,1072
574,56,1095
577,59,1119
598,59,1142
593,61,1164
596,63,1185
614,65,1211
614,65,1228
627,66,1256
634,70,1279
657,74,1308
669,76,1330
684,80,1362
667,83,1378
664,86,1402
678,89,1428
690,89,1461
682,93,1486
703,95,1518
704,96,1544
730,97,1574
763,101,1604
793,102,1636
812,103,1660
836,105,1695
849,106,1720
870,109,1752
905,112,1785
923,113,1806
918,116,1832
928,119,1860
916,122,1884
927,125,1909
931,131,1942
911,132,1958
917,134,1981
912,137,2002
939,140,2017
955,147,2035
964,149,2065
969,151,2082
990,152,2104
1006,154,2122
1015,157,2143
997,160,2161
995,165,2178
1014,171,2198
1020,172,2208
1002,174,2224
992,174,2238
971,176,2247
986,179,2262
974,179,2274
969,183,2289
944,189,2300
936,191,2314
926,192,2321
942,198,2335
956,201,2347
943,203,2354
924,205,2361
931,209,2365
937,212,2374
965,213,2382
951,218,2387
939,219,2393
914,223,2400
920,225,2405
926,228,2409
932,230,2415
928,235,2417
917,235,2420
926,238,2426
915,238,2428
907,240,2432
889,245,2433
891,247,2437
899,247,2439
880,249,2442
901,249,2446
905,250,2446
918,256,2455
920,258,2459
945,259,2464
938,264,2468
935,266,2476
942,270,2479
943,275,2486
915,278,2489
917,280,2492
917,280,2494
881,282,2496
870,284,2498
877,286,2501
856,289,2501
849,290,2501
857,292,2502
851,293,2503
851,297,2503
844,299,2503
835,302,2504
816,304,2505
799,306,2506
809,307,2506
797,309,2507
766,309,2507
758,310,2507
751,314,2507
772,314,2510
778,316,2510
782,320,2510
802,323,2511
781,325,2512
466,327,2512
436,331,2512
419,331,2512
381,332,2512
348,334,2512
313,336,2512
272,337,2512
272,337,2512
268,337,2512
264,337,2512
258,338,2512
244,338,2512
232,339,2512
232,339,2513
238,339,2513
234,340,2513
234,341,2513
228,342,2513
233,342,2513
224,342,2513
225,343,2513
214,343,2513
203,343,2513
191,344,2513
203,344,2513
204,345,2513
198,347,2513
206,347,2513
201,347,2513
194,348,2513
209,348,2513
203,348,2513
195,350,2513
192,351,2513
193,352,2513
194,352,2513
193,352,2513
178,352,2513
174,352,2513
183,352,2513
192,352,2513
191,352,2513
191,353,2513
200,354,2514
204,354,2514
203,354,2514
202,354,2514
194,354,2514
190,355,2514
199,355,2514
197,355,2514
191,355,2514
200,356,2514
201,356,2514
200,357,2514
209,358,2514
209,358,2514
200,358,2514
195,361,2514
190,361,2514
190,361,2514
187,361,2514
191,362,2514
187,362,2514
188,362,2514
198,362,2514
207,362,2514
217,363,2514
219,363,2514
211,363,2514
216,363,2514
213,363,2514
211,364,2514
205,365,2514
198,367,2514
188,367,2514
183,368,2514
184,368,2514
176,370,2514
177,372,2514
179,374,2514
182,375,2514
196,375,2514
208,375,2514
217,377,2514
220,378,2514
216,378,2514
220,379,2514
223,379,2514
