infections,deaths,infecteds
1,0,1
1,0,1
2,0,2
3,0,3
2,0,3
3,0,4
3,0,4
5,0,6
7,0,8
9,0,10
9,0,11
9,0,12
12,0,14
11,0,14
11,0,16
19,0,21
16,0,22
17,0,23
19,0,25
21,0,29
25,0,32
27,0,35
26,0,38
26,0,40
29,0,43
36,0,47
35,0,50
37,0,53
42,0,55
40,0,55
46,0,63
50,0,64
51,0,69
54,1,74
58,1,80
56,1,87
67,1,95
70,1,101
69,1,105
77,1,115
77,1,122
80,1,128
86,1,135
97,1,145
95,2,152
98,2,159
113,2,171
115,2,177
126,2,185
140,2,201
143,2,211
100,2,220
99,2,226
104,3,234
107,4,241
102,4,245
87,4,250
70,4,255
66,4,257
68,4,262
74,5,267
76,5,272
81,5,273
79,5,274
81,6,278
86,6,283
78,7,285
72,8,285
76,8,289
75,9,292
72,9,295
77,9,297
80,9,302
82,11,305
75,11,305
74,11,310
67,12,312
63,12,314
54,12,315
60,12,317
61,12,319
60,12,323
60,12,326
58,12,326
61,12,330
65,12,333
65,12,337
73,13,342
70,13,344
76,13,347
75,13,350
71,14,352
74,14,353
73,14,354
67,14,354
62,14,355
72,14,357
66,14,358
63,14,358
58,14,360
64,14,360
65,14,361
67,14,361
66,14,362
67,15,363
77,15,363
76,15,364
76,15,365
76,15,365
77,15,366
73,15,367
67,15,367
71,15,367
78,15,367
79,15,367
75,15,368
78,15,369
84,15,369
89,16,370
88,17,373
83,17,374
79,17,375
88,17,376
100,17,380
94,17,382
87,17,384
90,17,388
93,17,390
93,17,391
93,17,392
84,17,393
93,17,395
91,17,396
98,17,396
99,17,402
104,17,404
104,17,405
111,17,406
110,17,407
104,17,407
109,17,409
108,17,412
109,18,412
109,19,414
107,19,415
108,21,418
111,21,418
124,21,423
121,22,425
119,22,427
117,23,427
111,23,428
113,23,431
116,23,432
99,23,432
95,23,439
94,24,440
95,24,440
94,24,440
98,24,442
91,26,442
104,26,444
108,26,445
118,26,445
119,26,445
126,26,446
121,26,446
134,26,447
142,27,447
137,27,448
125,28,448
123,28,449
129,28,451
128,29,453
135,29,454
122,29,455
122,29,456
120,29,457
138,29,459
132,29,460
124,29,461
132,29,463
137,30,466
127,30,467
132,31,469
129,32,472
134,32,477
130,32,477
132,32,479
126,32,481
127,32,484
123,33,487
123,33,489
117,33,489
119,34,491
119,34,493
113,35,495
111,35,497
116,36,499
121,36,501
130,36,504
131,37,505
129,37,507
137,37,509
139,38,510
151,38,514
152,38,516
156,38,518
144,40,520
143,41,522
139,41,524
141,41,525
142,41,525
138,41,526
134,41,527
144,41,530
148,41,536
152,41,538
157,41,540
149,41,543
152,41,546
148,41,550
142,41,551
141,41,553
150,41,555
136,41,558
142,41,559
144,41,560
141,41,564
148,42,566
156,42,567
147,42,569
148,42,569
149,42,571
145,42,572
150,42,575
153,44,577
152,45,578
145,45,578
150,45,580
152,45,584
153,47,587
152,47,590
147,47,591
149,47,595
159,47,602
160,47,605
159,47,608
161,47,609
166,48,611
178,48,612
178,48,616
179,48,616
162,50,618
164,50,619
156,51,620
154,51,620
142,51,621
152,52,623
150,53,624
155,53,627
163,53,629
164,53,632
168,53,635
170,53,638
180,53,638
187,53,641
184,54,642
186,54,642
189,55,643
193,55,643
206,55,645
202,55,647
193,55,649
205,55,653
209,56,656
211,57,658
199,57,658
189,57,662
195,57,663
195,59,667
195,59,669
195,60,674
170,62,675
183,62,680
185,62,682
193,64,684
204,64,688
216,64,690
217,64,692
226,64,698
242,66,699
234,66,705
229,67,708
245,67,711
242,68,719
247,70,720
245,71,721
254,74,730
270,74,737
