infections,deaths,infecteds
2,0,1
2,0,1
2,0,1
2,0,1
2,0,2
2,0,2
3,0,3
3,0,4
5,0,6
7,0,8
8,0,9
11,0,12
11,0,13
15,0,16
18,0,18
16,0,18
17,0,19
20,0,22
20,0,24
20,0,24
20,0,26
21,0,29
23,0,30
25,0,33
25,0,35
25,0,37
33,0,43
36,0,50
41,0,55
43,0,56
48,0,63
54,0,68
57,0,73
55,0,77
60,2,84
61,2,88
61,2,91
63,2,96
61,2,101
60,2,104
60,2,106
65,2,115
64,2,124
63,2,128
62,2,134
63,3,139
61,3,143
61,3,145
67,4,156
60,5,159
62,5,169
63,5,175
64,5,181
67,5,187
72,6,189
71,6,196
76,6,206
80,6,215
82,6,223
83,6,231
87,6,239
91,6,245
91,6,251
87,7,257
91,7,264
86,7,271
82,7,281
80,7,286
80,7,294
68,7,296
73,7,307
67,8,310
65,9,311
60,10,316
58,10,320
49,10,321
52,10,326
53,10,328
45,11,330
44,11,332
46,11,338
42,11,338
41,11,339
49,11,344
42,11,347
39,11,349
42,11,352
41,11,357
37,11,358
38,11,362
38,11,367
36,11,372
38,11,376
35,11,378
32,11,381
35,11,386
37,11,391
37,11,394
36,11,399
35,11,402
41,11,410
39,11,411
39,11,416
41,12,420
46,12,427
45,12,432
53,12,439
56,12,448
55,12,451
60,12,456
59,12,463
62,13,473
67,13,483
72,13,489
70,13,497
74,13,504
77,13,510
88,13,522
90,13,532
99,14,541
102,14,551
104,14,557
109,14,568
101,14,573
102,14,580
100,14,589
95,14,595
95,14,603
94,14,609
87,14,614
91,15,619
96,15,627
92,15,634
95,15,643
98,15,648
94,15,652
95,15,657
97,15,663
92,16,667
90,16,670
84,16,673
76,16,677
73,16,682
76,16,689
73,16,693
70,16,702
60,16,704
67,16,712
72,16,724
72,16,727
74,17,733
68,17,739
69,17,743
68,17,746
72,17,752
65,18,756
68,18,760
67,18,762
70,18,768
62,18,772
66,18,784
69,18,788
64,19,791
61,19,794
59,20,801
58,20,808
57,22,811
57,22,819
53,22,820
52,23,829
55,23,834
58,23,840
59,23,849
61,23,853
58,23,860
62,23,865
62,23,869
60,23,873
52,23,874
51,23,880
50,23,883
47,23,884
45,23,889
44,23,894
41,23,897
45,23,902
43,23,904
49,23,907
47,23,913
48,23,914
44,23,916
38,23,916
40,23,919
38,23,920
34,23,922
30,23,922
29,23,923
27,23,923
27,23,925
26,23,925
20,24,926
19,24,928
19,24,930
16,24,930
13,24,930
11,24,932
12,24,933
11,24,933
14,24,934
15,24,934
15,24,934
16,24,934
16,24,936
17,24,937
17,24,938
16,24,938
13,24,938
10,24,938
11,24,939
9,24,939
5,24,939
5,24,939
4,24,940
5,24,941
5,24,941
6,24,942
6,24,943
7,24,944
6,24,944
6,24,945
8,24,945
7,24,945
5,24,945
7,24,946
5,24,946
5,24,946
6,24,947
6,24,947
5,24,948
5,24,948
5,24,948
4,24,948
4,24,948
4,24,948
3,24,948
2,24,948
1,24,948
1,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
0,24,948
