infections,deaths,infecteds
1,0,0
1,0,0
2,0,1
2,0,1
1,0,1
1,0,1
2,0,1
2,0,1
3,0,2
5,0,4
5,0,5
6,0,5
9,0,8
10,0,9
12,0,11
14,0,14
16,0,16
16,1,19
18,1,20
18,1,21
16,1,23
17,1,25
16,1,26
17,1,30
20,1,34
18,1,34
22,1,40
30,1,48
31,1,51
34,2,55
40,2,61
44,2,67
48,2,71
50,2,74
53,3,80
53,3,83
56,3,85
49,3,86
50,3,92
49,3,96
53,3,98
55,3,106
53,3,109
55,3,114
67,3,121
70,3,124
76,3,132
79,3,135
89,3,142
89,4,144
98,4,149
104,4,157
103,4,165
108,4,168
109,4,174
110,4,180
110,4,185
116,4,196
111,5,202
105,5,205
115,5,217
124,5,229
128,5,235
137,5,244
138,5,256
148,5,264
163,5,283
173,5,294
179,5,307
175,5,317
183,5,328
200,6,342
210,6,352
207,6,366
220,6,379
236,8,398
243,8,408
256,9,426
258,9,440
272,9,460
285,9,481
299,10,499
307,10,519
315,11,542
313,12,556
342,12,575
353,12,594
361,13,615
352,14,627
366,15,645
370,15,666
387,15,685
395,15,707
413,15,721
411,15,746
425,15,768
466,16,787
467,19,824
498,19,853
511,19,878
531,21,910
547,22,935
576,22,961
562,23,985
579,23,1013
577,23,1035
596,23,1074
597,23,1099
624,23,1128
606,23,1154
640,23,1190
647,25,1214
647,26,1243
653,26,1265
688,26,1297
696,26,1326
714,27,1358
702,30,1376
726,31,1399
708,32,1417
722,32,1436
737,33,1463
739,33,1487
725,34,1504
758,34,1522
763,35,1544
757,35,1560
800,35,1586
818,37,1608
826,38,1634
854,38,1655
847,39,1673
857,39,1700
860,41,1711
873,43,1734
873,44,1756
848,46,1780
854,48,1799
882,49,1821
864,51,1837
884,53,1857
884,55,1883
898,57,1906
907,58,1923
927,58,1934
935,59,1958
954,59,1981
968,59,1998
970,62,2013
949,63,2030
958,65,2047
968,65,2062
988,67,2080
985,67,2090
990,70,2111
1031,74,2127
1037,74,2147
1060,75,2157
1068,77,2178
1055,79,2193
1045,80,2199
1053,80,2206
1028,82,2218
1031,84,2224
1034,86,2231
1014,86,2243
1001,88,2253
1007,88,2260
1010,89,2270
1021,91,2280
1009,93,2291
1014,93,2297
1015,94,2306
1017,97,2315
1014,97,2322
1009,99,2326
995,100,2332
994,100,2340
996,102,2342
974,104,2346
997,104,2351
987,105,2354
973,108,2359
986,109,2367
978,109,2371
980,116,2374
999,117,2378
1007,119,2385
1004,120,2387
1012,120,2395
1010,124,2397
1019,124,2405
999,129,2407
1009,131,2413
999,132,2415
992,135,2417
983,137,2420
990,138,2425
970,138,2425
982,139,2426
979,140,2428
971,141,2429
977,143,2432
990,143,2432
976,146,2434
967,146,2436
989,150,2439
985,150,2439
973,150,2440
972,151,2441
971,152,2441
960,153,2442
954,153,2444
951,156,2445
931,158,2447
944,158,2449
960,159,2450
944,160,2452
924,161,2453
950,162,2454
951,163,2454
934,164,2455
945,165,2457
936,166,2458
942,167,2458
967,168,2458
949,169,2458
923,169,2460
952,170,2460
944,172,2460
942,174,2460
971,174,2462
950,175,2464
966,176,2464
964,177,2464
949,178,2464
948,180,2465
933,180,2465
929,180,2465
915,180,2465
911,180,2466
909,180,2466
904,180,2467
895,182,2467
925,182,2467
920,182,2467
918,182,2467
892,185,2467
887,186,2467
878,186,2467
900,186,2467
878,186,2468
852,186,2468
852,188,2468
851,190,2468
852,193,2468
852,194,2468
851,195,2468
829,197,2468
850,197,2468
844,199,2468
855,200,2468
862,201,2468
858,202,2468
869,202,2468
864,204,2468
866,205,2468
873,206,2468
863,208,2468
859,209,2468
839,211,2468
832,213,2468
817,213,2468
834,215,2468
835,215,2468
817,215,2468
822,215,2468
838,217,2468
841,218,2468
859,218,2468
865,218,2468
871,221,2468
873,221,2468
906,222,2468
882,223,2468
873,223,2468
865,224,2468
855,225,2468
853,226,2468
844,229,2468
802,229,2468
801,231,2468
828,232,2468
839,233,2468
830,234,2468
824,234,2468
814,234,2468
847,234,2468
848,235,2468
829,237,2468
