infections,deaths,infecteds
1,0,1
2,0,2
2,0,2
4,0,4
3,0,4
3,0,4
3,0,4
3,0,4
4,0,6
5,0,6
6,0,8
6,0,9
6,0,9
9,0,12
9,0,12
9,0,12
8,0,12
9,0,14
10,0,15
10,0,15
8,0,15
12,0,19
13,0,20
15,0,22
17,0,23
19,0,26
25,0,31
26,0,33
28,0,38
30,0,40
34,0,45
42,0,53
41,0,55
46,0,63
53,0,71
54,0,75
59,0,84
64,0,89
66,0,94
65,1,101
67,1,106
67,1,113
71,1,120
74,1,123
81,3,132
88,3,138
94,3,148
102,3,157
107,4,165
118,5,176
123,6,183
120,6,190
123,6,199
122,7,208
129,7,219
136,7,228
142,7,242
153,7,255
167,7,264
181,7,274
184,8,286
198,8,299
200,9,308
202,9,320
202,9,334
203,10,345
213,10,366
215,12,378
224,13,392
227,13,405
246,13,425
253,13,438
256,14,450
264,15,470
265,18,479
274,20,493
283,20,507
280,21,521
281,21,529
286,22,544
293,22,553
302,22,570
305,24,585
313,24,595
331,25,611
350,26,628
357,28,641
360,29,657
370,31,670
382,31,687
385,31,700
219,33,708
198,33,715
193,33,723
177,33,732
174,33,741
160,33,751
150,34,758
153,34,767
167,34,777
158,34,780
158,35,784
158,35,797
158,35,803
153,36,809
150,37,813
135,39,818
129,39,819
122,40,821
122,40,822
121,40,827
127,40,829
134,40,831
131,40,834
138,40,841
149,40,845
141,41,846
148,42,852
147,42,857
146,42,857
151,43,859
153,43,864
148,43,868
150,44,872
158,44,876
154,45,876
158,45,882
151,45,884
144,45,886
147,45,890
154,45,892
147,45,898
144,45,898
142,45,899
156,45,906
160,46,909
165,46,910
166,46,918
166,46,923
168,48,926
175,48,928
171,49,929
181,49,935
171,51,936
170,51,940
169,51,942
172,52,944
171,52,950
167,52,952
163,53,952
185,53,954
178,53,957
187,53,962
198,54,963
195,54,965
203,54,968
198,54,972
205,54,975
215,54,977
202,56,978
209,57,980
211,58,984
212,60,984
204,61,985
212,61,987
201,61,987
205,62,989
211,63,991
210,63,993
211,65,996
219,65,997
225,66,998
226,66,999
235,67,1002
239,69,1004
235,70,1006
230,70,1006
234,71,1007
243,71,1012
249,71,1016
244,71,1019
247,72,1025
245,72,1027
240,72,1029
226,73,1030
234,75,1034
233,75,1037
237,75,1039
246,75,1040
237,76,1043
226,77,1046
226,77,1050
229,77,1057
239,77,1061
245,78,1061
239,78,1065
243,78,1067
251,78,1069
260,78,1073
263,79,1077
251,80,1078
259,80,1083
261,81,1085
256,81,1086
252,81,1092
256,81,1095
257,82,1095
273,82,1099
287,83,1108
301,83,1110
301,84,1114
322,84,1119
331,84,1124
331,84,1126
339,85,1129
332,85,1132
343,88,1137
357,88,1142
358,89,1148
366,89,1154
368,90,1157
368,93,1164
376,94,1168
381,94,1172
383,94,1177
366,96,1180
362,96,1186
355,97,1192
339,97,1195
334,99,1203
335,100,1205
328,101,1209
325,101,1215
341,104,1219
332,106,1221
352,109,1228
365,109,1233
348,111,1239
360,112,1247
365,112,1252
369,112,1258
388,112,1264
377,112,1265
380,115,1273
380,117,1282
386,118,1285
371,119,1287
371,119,1291
372,120,1293
387,120,1296
383,121,1297
392,124,1301
400,124,1304
395,125,1307
401,125,1309
386,126,1312
373,127,1313
385,128,1320
392,129,1322
393,131,1326
377,131,1330
393,133,1335
415,134,1342
419,135,1350
417,137,1357
401,139,1360
408,139,1366
404,142,1369
405,142,1375
383,146,1378
380,146,1382
387,146,1386
399,146,1389
383,146,1394
385,148,1398
373,149,1398
372,150,1404
380,151,1409
371,152,1412
379,152,1419
372,154,1421
378,155,1431
378,156,1436
371,157,1439
369,158,1448
389,158,1453
396,160,1461
402,160,1465
394,161,1475
394,162,1481
404,163,1487
421,166,1496
434,167,1506
434,169,1510
431,170,1516
448,171,1525
447,172,1530
452,173,1534
435,173,1539
426,177,1545
