infections,deaths,infecteds
1,0,1
4,0,4
4,0,4
7,0,7
8,0,9
11,0,12
13,0,14
16,0,16
18,0,19
19,0,22
22,0,26
29,0,31
27,0,32
30,0,37
32,0,38
35,0,44
43,0,50
41,0,53
40,0,56
39,0,57
41,0,60
47,0,64
47,0,69
47,0,71
50,0,74
56,0,78
64,0,86
63,0,88
75,0,98
73,0,102
75,0,110
86,1,117
94,1,125
90,2,135
104,2,146
103,2,155
101,2,158
114,3,169
123,3,183
125,3,190
136,3,205
134,3,211
134,3,220
152,4,234
157,4,241
154,6,249
155,7,257
161,8,271
178,8,282
180,9,290
191,10,304
201,10,316
205,10,327
207,10,338
219,11,354
227,13,365
228,13,375
232,14,387
230,15,400
238,16,415
262,16,436
260,16,445
275,17,459
284,18,476
298,18,487
308,18,500
301,18,510
316,18,523
300,18,530
324,18,550
313,19,555
302,19,569
315,20,588
315,20,609
318,20,628
319,20,647
332,20,662
340,20,675
357,21,700
350,21,714
362,26,732
381,26,754
398,27,767
427,28,793
423,30,809
413,33,824
438,34,838
454,36,868
445,36,877
458,37,892
439,39,906
452,40,924
449,43,941
460,44,961
455,44,981
466,45,993
480,49,1017
468,50,1032
473,52,1049
489,52,1072
518,53,1101
529,55,1122
525,58,1146
543,58,1172
572,59,1204
591,59,1239
629,61,1270
635,63,1294
642,65,1327
676,65,1359
690,67,1382
695,69,1401
698,71,1428
709,75,1452
718,76,1478
729,77,1508
745,80,1537
742,82,1558
753,84,1591
751,88,1615
773,89,1642
787,90,1663
806,92,1687
800,95,1711
815,96,1730
835,97,1746
824,98,1771
846,98,1786
861,99,1807
855,99,1827
861,99,1843
868,99,1861
891,100,1883
892,101,1895
922,101,1910
891,107,1932
903,109,1949
913,112,1968
904,114,1986
906,117,1997
908,120,2007
913,122,2019
904,123,2037
896,126,2053
878,126,2064
895,128,2076
909,129,2085
896,131,2101
887,134,2111
895,137,2127
895,140,2140
900,141,2152
912,142,2162
899,144,2177
884,145,2189
880,146,2203
886,146,2214
876,150,2225
866,153,2231
863,154,2245
858,156,2249
884,157,2256
882,157,2267
885,158,2279
899,161,2286
898,161,2294
915,161,2304
920,161,2313
904,163,2314
908,165,2319
903,168,2328
887,169,2336
879,172,2340
896,176,2349
881,178,2358
867,181,2362
888,183,2366
891,183,2371
909,184,2377
936,188,2385
941,192,2389
909,194,2390
927,197,2402
920,198,2408
918,198,2413
927,198,2422
918,201,2426
902,201,2430
909,201,2433
913,201,2436
906,205,2440
914,210,2444
901,211,2446
874,214,2449
901,218,2455
893,220,2458
890,222,2461
910,223,2464
880,226,2465
881,228,2466
895,231,2467
881,231,2470
888,234,2471
877,236,2472
851,239,2473
859,241,2474
871,244,2476
863,247,2477
862,250,2479
867,250,2481
857,255,2481
843,256,2484
844,257,2486
840,259,2486
825,260,2488
830,262,2489
819,265,2490
777,266,2490
810,267,2491
817,267,2492
801,269,2493
805,273,2494
805,274,2494
802,275,2494
798,277,2494
796,278,2494
778,282,2494
779,285,2494
784,286,2494
761,292,2494
735,297,2494
727,301,2494
740,301,2494
732,305,2494
728,311,2494
713,313,2494
711,316,2494
728,317,2494
733,319,2494
710,320,2494
710,323,2494
712,325,2494
694,326,2494
709,327,2494
728,331,2494
721,336,2494
733,337,2495
731,341,2495
735,341,2495
719,343,2496
728,345,2496
720,347,2496
686,348,2496
682,350,2496
687,350,2496
672,353,2496
672,354,2496
660,357,2496
666,359,2496
676,360,2496
678,363,2496
665,364,2496
653,365,2496
658,366,2496
664,367,2496
655,370,2497
667,371,2497
656,372,2497
640,374,2497
637,374,2497
653,375,2497
651,376,2497
665,377,2497
650,377,2497
655,381,2497
663,382,2497
657,385,2497
654,387,2497
653,388,2497
650,389,2497
660,392,2497
650,394,2497
640,396,2497
660,399,2497
668,400,2497
666,402,2497
667,406,2497
636,406,2497
646,406,2497
641,411,2497
654,413,2497
644,416,2497
648,419,2497
623,421,2497
625,421,2497
613,423,2497
606,426,2498
609,428,2498
610,428,2498
590,432,2498
