infections,deaths,infecteds
1,0,0
1,0,0
1,0,0
2,0,1
1,0,1
1,0,1
1,0,1
2,0,1
2,0,1
5,0,4
6,0,5
7,0,7
7,0,7
8,0,8
8,0,9
9,0,10
10,0,13
9,0,14
8,0,14
10,0,15
13,0,17
12,0,18
12,0,18
14,0,19
12,0,19
12,0,20
12,0,20
12,0,21
12,0,23
10,0,23
11,0,23
9,0,24
10,0,24
9,0,26
9,0,27
10,0,28
8,0,28
7,0,28
7,0,29
6,0,29
7,0,30
7,0,30
6,0,31
6,0,32
9,0,34
9,0,34
9,0,35
11,0,36
8,0,36
9,0,38
11,0,39
12,0,42
10,0,42
12,0,43
16,0,45
19,0,47
20,0,49
22,0,51
23,0,54
24,0,56
27,0,57
26,0,60
24,0,62
23,0,62
26,0,66
27,0,69
28,0,70
26,0,73
29,0,76
27,0,76
31,0,79
36,0,84
37,0,87
37,0,89
39,0,91
44,0,94
46,0,98
51,0,101
52,0,106
52,0,108
50,0,111
56,0,116
65,0,121
68,0,126
70,0,134
64,0,137
67,0,143
74,1,150
76,1,157
74,1,165
73,1,171
72,1,178
77,1,187
77,1,193
81,2,197
83,2,200
84,2,204
91,2,207
87,2,209
87,2,215
87,2,217
85,3,222
92,3,227
92,3,231
87,3,237
90,3,243
91,3,249
98,3,254
100,3,259
97,3,266
99,3,274
103,3,281
103,3,288
107,3,294
107,3,299
108,3,305
114,3,312
115,4,319
113,4,322
122,4,327
118,4,334
117,4,341
108,5,345
114,5,351
112,5,363
118,5,369
125,5,372
125,5,378
128,5,387
131,5,394
136,5,403
140,5,414
146,5,421
151,5,428
156,5,437
151,6,449
156,7,453
161,7,462
155,7,468
163,8,475
165,8,487
173,8,497
164,9,504
159,9,515
166,9,521
174,9,531
174,9,543
169,9,552
174,9,560
173,9,570
176,9,576
182,9,595
184,9,607
179,9,620
180,9,634
195,9,655
197,10,667
201,10,678
215,11,698
213,11,713
210,12,726
218,12,740
235,13,759
232,14,774
242,15,788
241,16,797
250,16,812
249,16,826
255,16,843
254,16,855
273,16,881
276,17,900
279,17,917
305,17,939
308,17,961
322,18,983
334,18,1000
323,18,1014
326,19,1033
334,19,1051
346,19,1074
349,19,1091
362,19,1118
361,20,1132
369,20,1148
379,22,1170
381,22,1189
371,22,1207
375,23,1229
365,26,1247
385,26,1269
376,27,1281
376,27,1296
382,28,1319
386,29,1333
393,29,1352
405,30,1367
403,32,1386
406,32,1398
407,32,1410
408,33,1422
413,33,1441
431,34,1456
423,36,1470
424,37,1481
430,37,1491
432,39,1510
448,39,1523
443,39,1535
440,39,1547
438,40,1557
436,40,1573
443,40,1587
456,40,1601
461,40,1620
486,40,1635
484,42,1659
482,43,1668
490,44,1682
491,46,1696
480,46,1711
481,46,1729
467,47,1742
450,47,1754
453,47,1770
447,48,1781
465,48,1796
459,48,1812
463,48,1825
476,48,1839
487,48,1858
488,50,1868
492,50,1881
503,51,1898
501,52,1912
508,52,1929
512,52,1950
513,53,1965
517,53,1984
536,53,2004
530,53,2020
529,54,2032
535,54,2045
535,55,2064
524,57,2076
527,57,2082
522,57,2097
515,59,2109
513,59,2120
509,60,2134
499,61,2138
508,61,2149
521,61,2159
499,61,2164
506,61,2173
519,63,2181
527,64,2189
525,65,2197
541,65,2202
528,66,2208
516,66,2213
520,66,2223
513,67,2231
512,68,2238
514,68,2244
505,68,2252
487,69,2257
489,69,2262
486,70,2269
495,71,2273
485,72,2278
454,73,2283
447,74,2285
450,75,2288
465,75,2295
477,75,2298
450,77,2300
448,77,2304
449,78,2306
453,80,2308
451,80,2314
434,80,2319
415,80,2323
430,80,2325
425,80,2327
410,81,2329
412,81,2332
415,84,2334
414,85,2337
405,85,2340
401,86,2344
402,88,2345
390,89,2346
380,90,2350
383,90,2353
386,90,2355
395,91,2358
396,91,2362
382,91,2363
387,91,2367
